original_title,budget,release_date,revenue,runtime,vote_average,vote_count,cast,director,Action,Adventure,Fantasy,Science_Fiction,Crime,Drama,Thriller,Animation,Family,Western,Comedy,Romance,Horror,Mystery,History,War,Music,Documentary,Foreign,TV,overview
Desert Dancer,38341022.03780454,2014-07-03,120640826.67822856,98.0,6.5,18,"['Freida', 'Pinto', 'Reece', 'Ritchie', 'Tom', 'Cullen', 'Nazanin', 'Boniadi', 'Marama', 'Corlett']",Richard Raymond,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['inspirational', 'true', 'story', 'of', 'iranian', 'dancer', 'afshin', 'ghaffarian', 'who', 'risked', 'his', 'life', 'for', 'his', 'dream', 'to', 'become', 'a', 'dancer', 'despite', 'a', 'nationwide', 'dancing', 'ban']"
Major Dundee,3800000.0,1965-04-07,14873.0,123.0,6.2,38,"['Charlton', 'Heston', 'Richard', 'Harris', 'Jim', 'Hutton', 'James', 'Coburn', 'Michael', 'Anderson', 'Jr']",Sam Peckinpah,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['during', 'the', 'last', 'winter', 'of', 'the', 'civil', 'war', 'cavalry', 'officer', 'amos', 'dundee', 'lead', 'a', 'contentious', 'troop', 'of', 'army', 'regular', 'confederate', 'prisoner', 'and', 'scout', 'on', 'an', 'expedition', 'into', 'mexico', 'to', 'destroy', 'a', 'band', 'of', 'apache', 'who', 'have', 'been', 'raiding', 'u', 's', 'base', 'in', 'texas']"
Annie Get Your Gun,3768785.0,1950-05-17,8000000.0,107.0,7.3,22,"['Betty', 'Hutton', 'Howard', 'Keel', 'Louis', 'Calhern', 'J', 'Carrol', 'Naish', 'Edward', 'Arnold']",George Sidney,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,"['this', 'film', 'adaptation', 'of', 'irving', 'berlin', 's', 'classic', 'musical', 'star', 'betty', 'hutton', 'a', 'gunslinger', 'annie', 'oakley', 'who', 'romance', 'fellow', 'sharpshooter', 'frank', 'butler', 'howard', 'keel', 'a', 'they', 'travel', 'with', 'buffalo', 'bill', 's', 'wild', 'west', 'show', 'previously', 'off', 'target', 'when', 'it', 'come', 'to', 'love', 'annie', 'prof', 'you', 'can', 'get', 'a', 'man', 'with', 'a', 'gun', 'in', 'this', 'battle', 'of', 'the', 'sex', 'extravaganza', 'which', 'feature', 'timeless', 'number', 'like', 'anything', 'you', 'can', 'do', 'and', 'there', 's', 'no', 'business', 'like', 'show', 'business']"
Four Lions,967686.0,2010-05-07,4270000.0,101.0,7.0,423,"['Riz', 'Ahmed', 'Nigel', 'Lindsay', 'Kayvan', 'Novak', 'Adeel', 'Akhtar', 'Arsher', 'Ali']",Chris Morris,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['four', 'lion', 'tell', 'the', 'story', 'of', 'a', 'group', 'of', 'british', 'jihadist', 'who', 'push', 'their', 'abstract', 'dream', 'of', 'glory', 'to', 'the', 'breaking', 'point', 'a', 'the', 'wheel', 'fly', 'off', 'and', 'their', 'competing', 'ideology', 'clash', 'what', 'emerges', 'is', 'an', 'emotionally', 'engaging', 'and', 'entirely', 'plausible', 'farce', 'in', 'a', 'storm', 'of', 'razor', 'sharp', 'verbal', 'jousting', 'and', 'large', 'scale', 'set', 'piece', 'four', 'lion', 'is', 'a', 'comic', 'tour', 'de', 'force', 'it', 'show', 'that', 'while', 'terrorism', 'is', 'about', 'ideology', 'it', 'can', 'also', 'be', 'about', 'idiot']"
Defendor,3500000.0,2009-09-12,44462.0,101.0,6.5,195,"['Woody', 'Harrelson', 'Kat', 'Dennings', 'Elias', 'Koteas', 'Sandra', 'Oh', 'Clark', 'Johnson']",Peter Stebbings,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['a', 'crooked', 'cop', 'a', 'mob', 'bos', 'and', 'the', 'young', 'girl', 'they', 'abuse', 'are', 'the', 'denizen', 'of', 'a', 'city', 's', 'criminal', 'underworld', 'it', 's', 'a', 'world', 'that', 'ordinary', 'arthur', 'poppington', 'doesn', 't', 'understand', 'and', 'doesn', 't', 'belong', 'in', 'but', 'is', 'committed', 'to', 'fighting', 'when', 'he', 'change', 'into', 'a', 'vigilante', 'super', 'hero', 'of', 'his', 'own', 'making', 'defendor', 'with', 'no', 'power', 'other', 'than', 'courage', 'defendor', 'take', 'to', 'the', 'street', 'to', 'protect', 'the', 'city', 's', 'innocent']"
The Pirate,3700000.0,1948-06-11,2956000.0,102.0,6.6,17,"['Judy', 'Garland', 'Gene', 'Kelly', 'Walter', 'Slezak', 'Gladys', 'Cooper', 'Reginald', 'Owen']",Vincente Minnelli,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"['a', 'girl', 'is', 'engaged', 'to', 'the', 'local', 'richman', 'but', 'meanwhile', 'she', 'ha', 'dream', 'about', 'the', 'legendary', 'pirate', 'macoco', 'a', 'traveling', 'singer', 'fall', 'in', 'love', 'with', 'her', 'and', 'to', 'impress', 'her', 'he', 'pose', 'a', 'the', 'pirate']"
The Good Heart,3800000.0,2009-09-11,120640826.67822856,95.0,6.0,21,"['Brian', 'Cox', 'Paul', 'Dano', 'Stephanie', 'Szostak', 'Isild', 'Le', 'Besco', 'Bill', 'Buell']",Dagur K\u00e1ri,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"['brian', 'cox', 'star', 'a', 'jacques', 'the', 'curmudgeonly', 'owner', 'of', 'a', 'gritty', 'new', 'york', 'dive', 'bar', 'that', 'serf', 'a', 'home', 'to', 'a', 'motley', 'assortment', 'of', 'professional', 'drinker', 'jacques', 'is', 'determinedly', 'drinking', 'and', 'smoking', 'himself', 'to', 'death', 'when', 'he', 'meet', 'lucas', 'dano', 'a', 'homeless', 'young', 'man', 'who', 'ha', 'already', 'given', 'up', 'on', 'life', 'determined', 'to', 'keep', 'his', 'legacy', 'alive', 'jacques', 'deems', 'lucas', 'is', 'a', 'fitting', 'heir', 'and', 'take', 'him', 'under', 'his', 'wing', 'schooling', 'him', 'in', 'the', 'male', 'centric', 'law', 'of', 'his', 'alcoholic', 'clubhouse', 'no', 'new', 'customer', 'no', 'fraternizing', 'with', 'customer', 'and', 'absolutely', 'no', 'woman', 'lucas', 'is', 'a', 'quick', 'study', 'but', 'their', 'friendship', 'is', 'put', 'to', 'the', 'test', 'when', 'the', 'distraught', 'and', 'beautiful', 'april', 'isild', 'le', 'besco', 'show', 'up', 'at', 'the', 'bar', 'seeking', 'shelter', 'and', 'lucas', 'insists', 'they', 'help', 'her', 'out']"
The History Boys,4000000.0,2006-10-02,13401952.0,109.0,6.6,66,"['Samuel', 'Anderson', 'Dominic', 'Cooper', 'James', 'Corden', 'Samuel', 'Barnett', 'Russell', 'Tovey']",Nicholas Hytner,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['the', 'story', 'of', 'an', 'unruly', 'class', 'of', 'bright', 'funny', 'history', 'student', 'at', 'a', 'yorkshire', 'grammar', 'school', 'in', 'pursuit', 'of', 'an', 'undergraduate', 'place', 'at', 'oxford', 'or', 'cambridge', 'bounced', 'between', 'their', 'maverick', 'english', 'master', 'a', 'young', 'and', 'shrewd', 'teacher', 'hired', 'to', 'up', 'their', 'test', 'score', 'a', 'grossly', 'out', 'numbered', 'history', 'teacher', 'and', 'a', 'headmaster', 'obsessed', 'with', 'result', 'the', 'boy', 'attempt', 'to', 'pas']"
Midnight Cowboy,3600000.0,1969-05-25,44785053.0,113.0,7.4,299,"['Dustin', 'Hoffman', 'Jon', 'Voight', 'Sylvia', 'Miles', 'John', 'McGiver', 'Brenda', 'Vaccaro']",John Schlesinger,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['a', 'naive', 'male', 'prostitute', 'and', 'his', 'sickly', 'friend', 'struggle', 'to', 'survive', 'on', 'the', 'street', 'of', 'new', 'york', 'city']"
The Full Monty,3500000.0,1997-08-13,257850122.0,91.0,6.8,363,"['Robert', 'Carlyle', 'Mark', 'Addy', 'William', 'Snape', 'Steve', 'Huison', 'Tom', 'Wilkinson']",Peter Cattaneo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['sheffield', 'england', 'gaz', 'a', 'jobless', 'steelworker', 'in', 'need', 'of', 'quick', 'cash', 'persuades', 'his', 'mate', 'to', 'bare', 'it', 'all', 'in', 'a', 'one', 'night', 'only', 'strip', 'show']"
Airplane!,3500000.0,1980-07-02,83453539.0,88.0,7.1,1074,"['Robert', 'Hays', 'Julie', 'Hagerty', 'Kareem', 'AbdulJabbar', 'Lloyd', 'Bridges', 'Peter', 'Graves']",Jerry Zucker,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['alcoholic', 'pilot', 'ted', 'striker', 'ha', 'developed', 'a', 'fear', 'of', 'flying', 'due', 'to', 'wartime', 'trauma', 'but', 'nevertheless', 'board', 'a', 'passenger', 'jet', 'in', 'an', 'attempt', 'to', 'woo', 'back', 'his', 'stewardess', 'girlfriend', 'food', 'poisoning', 'decimates', 'the', 'passenger', 'and', 'crew', 'leaving', 'it', 'up', 'to', 'striker', 'to', 'land', 'the', 'plane', 'with', 'the', 'help', 'of', 'a', 'glue', 'sniffing', 'air', 'traffic', 'controller', 'and', 'striker', 's', 'vengeful', 'former', 'air', 'force', 'captain', 'who', 'must', 'both', 'talk', 'him', 'down']"
Chain of Command,5000000.0,2015-08-30,120640826.67822856,88.0,5.3,11,"['Michael', 'Jai', 'White', 'Steve', 'Austin', 'Max', 'Ryan', 'Allen', 'Yates']",Kevin Carraway,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['after', 'finding', 'his', 'brother', 'murdered', 'after', 'returning', 'from', 'duty', 'webster', 'search', 'for', 'the', 'perpetrator', 'but', 'discovers', 'a', 'conspiracy', 'that', 'cut', 'deep', 'inside', 'the', 'u', 's', 'government']"
Friday,3500000.0,1995-04-26,28215918.0,91.0,7.0,503,"['Ice', 'Cube', 'Chris', 'Tucker', 'Nia', 'Long', 'Tom', 'Lister', 'Jr', 'John', 'Witherspoon']",F. Gary Gray,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['craig', 'and', 'smokey', 'are', 'two', 'guy', 'in', 'los', 'angeles', 'hanging', 'out', 'on', 'their', 'porch', 'on', 'a', 'friday', 'afternoon', 'smoking', 'and', 'drinking', 'looking', 'for', 'something', 'to', 'do']"
Menace II Society,3500000.0,1993-05-26,27900000.0,97.0,7.2,173,"['Tyrin', 'Turner', 'Larenz', 'Tate', 'Glenn', 'Plummer', 'Jada', 'Pinkett', 'Smith', 'Samuel', 'L', 'Jackson']",Albert Hughes,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['menace', 'ii', 'society', 'is', 'a', 'coming', 'of', 'age', 'tale', 'detailing', 'the', 'summer', 'after', 'it', 'protagonist', 'caine', 'tyrin', 'turner', 'graduate', 'from', 'high', 'school', 'this', 'is', 'caine', 's', 'story', 'which', 'detail', 'real', 'life', 'in', 'today', 's', 'tough', 'inner', 'city']"
Creepshow 2,3500000.0,1987-05-01,14000000.0,92.0,5.9,129,"['George', 'Kennedy', 'Dorothy', 'Lamour', 'Lois', 'Chiles', 'Tom', 'Savini', 'Tom', 'Wright']",Michael Gornick,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"['ec', 'comic', 'inspired', 'weirdness', 'return', 'with', 'three', 'tale', 'in', 'the', 'first', 'a', 'wooden', 'statue', 'of', 'a', 'native', 'american', 'come', 'to', 'life', 'to', 'exact', 'vengeance', 'on', 'the', 'murderer', 'of', 'his', 'elderly', 'owner', 'in', 'the', 'second', 'four', 'teen', 'are', 'stranded', 'on', 'a', 'raft', 'on', 'a', 'lake', 'with', 'a', 'blob', 'that', 'is', 'hungry', 'and', 'in', 'the', 'third', 'a', 'hit', 'and', 'run', 'woman', 'is', 'terrorized', 'by', 'the', 'hitchhiker', 'she', 'accidentally', 'killed', 'or', 'did', 'she', 'really', 'kill', 'him']"
The Ballad of Cable Hogue,3716946.0,1970-05-13,5000000.0,121.0,6.9,47,"['Jason', 'Robards', 'Stella', 'Stevens', 'David', 'Warner', 'Slim', 'Pickens', 'LQ', 'Jones']",Sam Peckinpah,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['double', 'crossed', 'and', 'left', 'without', 'water', 'in', 'the', 'desert', 'cable', 'hogue', 'is', 'saved', 'when', 'he', 'find', 'a', 'spring', 'it', 'is', 'in', 'just', 'the', 'right', 'spot', 'for', 'a', 'much', 'needed', 'rest', 'stop', 'on', 'the', 'local', 'stagecoach', 'line', 'and', 'hogue', 'us', 'this', 'to', 'his', 'advantage', 'he', 'build', 'a', 'house', 'and', 'make', 'money', 'off', 'the', 'stagecoach', 'passenger', 'hildy', 'a', 'prostitute', 'from', 'the', 'nearest', 'town', 'move', 'in', 'with', 'him', 'hogue', 'ha', 'everything', 'going', 'his', 'way', 'until', 'the', 'advent', 'of', 'the', 'automobile', 'end', 'the', 'era', 'of', 'the', 'stagecoach']"
In Cold Blood,3500000.0,1967-12-14,13007551.0,134.0,7.4,82,"['Robert', 'Blake', 'Scott', 'Wilson', 'John', 'Forsythe', 'Paul', 'Stewart', 'Gerald', 'S', 'OLoughlin']",Richard Brooks,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['a', '1967', 'film', 'based', 'on', 'truman', 'capote', 's', 'book', 'of', 'the', 'same', 'name', 'after', 'a', 'botched', 'robbery', 'result', 'in', 'the', 'brutal', 'murder', 'of', 'a', 'rural', 'family', 'two', 'drifter', 'elude', 'police', 'in', 'the', 'end', 'coming', 'to', 'term', 'with', 'their', 'own', 'mortality', 'and', 'the', 'repercussion', 'of', 'their', 'vile', 'atrocity']"
The Nun's Story,3500000.0,1959-06-18,12800000.0,149.0,7.4,46,"['Audrey', 'Hepburn', 'Peter', 'Finch', 'Peggy', 'Ashcroft', 'Dean', 'Jagger', 'Mildred', 'Dunnock']",Fred Zinnemann,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['gabrielle', 'van', 'der', 'mal', 'gave', 'up', 'everything', 'to', 'become', 'a', 'nun', 'but', 'her', 'faith', 'and', 'her', 'vow', 'are', 'forever', 'being', 'tested', 'first', 'in', 'the', 'missionary', 'congo', 'hospital', 'where', 'she', 'assist', 'the', 'brilliant', 'and', 'handsome', 'dr', 'fortunati', 'and', 'then', 'at', 'the', 'mother', 'house', 'in', 'france', 'when', 'world', 'war', 'ii', 'ha', 'broken', 'out', 'and', 'the', 'nun', 'are', 'forbidden', 'by', 'the', 'order', 'to', 'take', 'side']"
Harper,3500000.0,1966-02-23,12000000.0,121.0,6.2,35,"['Paul', 'Newman', 'Lauren', 'Bacall', 'Julie', 'Harris', 'Arthur', 'Hill', 'Janet', 'Leigh']",Jack Smight,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"['harper', 'is', 'a', 'cynical', 'private', 'eye', 'in', 'the', 'best', 'tradition', 'of', 'bogart', 'he', 'even', 'ha', 'bogie', 's', 'baby', 'hiring', 'him', 'to', 'find', 'her', 'missing', 'husband', 'getting', 'involved', 'along', 'the', 'way', 'with', 'an', 'assortment', 'of', 'unsavory', 'character', 'and', 'an', 'illegal', 'alien', 'smuggling', 'ring']"
Frenzy,3500000.0,1972-05-25,12600000.0,116.0,7.1,158,"['Jon', 'Finch', 'Alec', 'McCowen', 'Barry', 'Foster', 'Billie', 'Whitelaw', 'Anna', 'Massey']",Alfred Hitchcock,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"['a', 'serial', 'murderer', 'is', 'strangling', 'woman', 'with', 'a', 'necktie', 'the', 'london', 'police', 'have', 'a', 'suspect', 'but', 'he', 'is', 'the', 'wrong', 'man']"
The Witch,3500000.0,2016-02-19,40423945.0,92.0,6.3,1434,"['Anya', 'TaylorJoy', 'Ralph', 'Ineson', 'Kate', 'Dickie', 'Harvey', 'Scrimshaw', 'Ellie', 'Grainger']",Robert Eggers,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"['new', 'england', 'in', 'the', '1630s', 'william', 'and', 'katherine', 'lead', 'a', 'devout', 'christian', 'life', 'with', 'five', 'child', 'homesteading', 'on', 'the', 'edge', 'of', 'an', 'impassable', 'wilderness', 'when', 'their', 'newborn', 'son', 'vanishes', 'and', 'crop', 'fail', 'the', 'family', 'turn', 'on', 'one', 'another', 'beyond', 'their', 'worst', 'fear', 'a', 'supernatural', 'evil', 'lurks', 'in', 'the', 'nearby', 'wood']"
I Got the Hook Up,38341022.03780454,1998-05-27,120640826.67822856,93.0,5.4,8,"['Master', 'P', 'Anthony', 'Johnson', 'Ice', 'Cube', 'Tom', 'Lister', 'Jr']",Michael Martin,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['two', 'broke', 'buddy', 'feel', 'lucky', 'when', 'they', 'come', 'upon', 'a', 'truckload', 'of', 'cellular', 'phone', 'and', 'begin', 'selling', 'them', 'out', 'of', 'the', 'back', 'of', 'their', 'van', 'trouble', 'arises', 'though', 'when', 'the', 'phone', 'develop', 'fault', 'the', 'two', 'friend', 'then', 'not', 'only', 'have', 'to', 'deal', 'with', 'unsatisfied', 'customer', 'but', 'also', 'the', 'fbi']"
She's the One,3500000.0,1996-08-26,9482579.0,96.0,5.7,70,"['Edward', 'Burns', 'Michael', 'McGlone', 'Cameron', 'Diaz', 'Jennifer', 'Aniston', 'John', 'Mahoney']",Edward Burns,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"['mickey', 'a', 'free', 'spirited', 'new', 'york', 'cabbie', 'and', 'francis', 'a', 'materialistic', 'wall', 'street', 'stockbroker', 'are', 'extremely', 'competitive', 'and', 'confused', 'about', 'woman', 'a', 'a', 'result', 'of', 'their', 'father', 's', 'influence', 'though', 'they', 'disagree', 'about', 'everything', 'they', 'have', 'one', 'thing', 'in', 'common', 'mickey', 's', 'ex', 'fiance', 'heather', 'is', 'francis', 's', 'secret', 'love', 'though', 'both', 'brother', 'have', 'beautiful', 'wife', 'heather', 'trigger', 'their', 'longtime', 'sibling', 'rivalry']"
Gods and Monsters,10000000.0,1998-01-21,6451628.0,105.0,6.8,81,"['Ian', 'McKellen', 'Brendan', 'Fraser', 'Lynn', 'Redgrave', 'Lolita', 'Davidovich', 'David', 'Dukes']",Bill Condon,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['it', 's', '1957', 'and', 'whale', 's', 'heyday', 'a', 'the', 'director', 'of', 'frankenstein', 'bride', 'of', 'frankenstein', 'and', 'the', 'invisible', 'man', 'is', 'long', 'behind', 'him', 'retired', 'and', 'a', 'semi', 'recluse', 'he', 'life', 'his', 'day', 'accompanied', 'only', 'by', 'image', 'from', 'his', 'past', 'when', 'his', 'dour', 'housekeeper', 'hannah', 'hire', 'a', 'handsome', 'young', 'gardener', 'the', 'flamboyant', 'director', 'and', 'simple', 'yard', 'man', 'develop', 'an', 'unlikely', 'friendship', 'which', 'will', 'change', 'them', 'forever']"
Train,38341022.03780454,2008-10-16,120640826.67822856,94.0,4.8,36,"['Thora', 'Birch', 'Gideon', 'Emery', 'Gloria', 'Votsis', 'Derek', 'Magyar', 'Todd', 'Jensen']",Gideon Raff,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"['this', 'new', 'train', 'tell', 'the', 'tale', 'of', 'an', 'american', 'wrestling', 'team', 'who', 'board', 'a', 'train', 'that', 'just', 'so', 'happens', 'to', 'be', 'used', 'a', 'a', 'supermarket', 'for', 'organ', 'harvester']"
Evil Dead II,3600000.0,1987-03-13,5923044.0,84.0,7.6,742,"['Bruce', 'Campbell', 'Sarah', 'Berry', 'Dan', 'Hicks', 'Kassie', 'DePaiva', 'Denise', 'Bixler']",Sam Raimi,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"['ash', 'williams', 'and', 'his', 'girlfriend', 'linda', 'find', 'a', 'log', 'cabin', 'in', 'the', 'wood', 'with', 'a', 'voice', 'recording', 'from', 'an', 'archeologist', 'who', 'had', 'recorded', 'himself', 'reciting', 'ancient', 'chant', 'from', 'the', 'book', 'of', 'the', 'dead', 'a', 'they', 'play', 'the', 'recording', 'an', 'evil', 'power', 'is', 'unleashed', 'taking', 'over', 'linda', 's', 'body']"
Pootie Tang,38341022.03780454,2001-06-29,120640826.67822856,81.0,5.4,43,"['Jennifer', 'Coolidge', 'Lance', 'Crouther', 'JB', 'Smoove', 'Reg', 'E', 'Cathey', 'Robert', 'Vaughn']",Louis C.K.,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['pootie', 'tang', 'the', 'musician', 'actor', 'folk', 'hero', 'of', 'the', 'ghetto', 'is', 'chronicled', 'from', 'his', 'early', 'childhood', 'to', 'his', 'battle', 'against', 'the', 'evil', 'corporate', 'america', 'who', 'try', 'to', 'steal', 'his', 'magic', 'belt', 'and', 'make', 'him', 'sell', 'out', 'by', 'endorsing', 'addictive', 'product', 'to', 'his', 'people', 'pootie', 'must', 'learn', 'to', 'find', 'himself', 'and', 'defeat', 'the', 'evil', 'corporation', 'for', 'all', 'the', 'young', 'black', 'child', 'of', 'america', 'supatime']"
Sharknado,1000000.0,2013-07-11,120640826.67822856,86.0,3.8,476,"['Ian', 'Ziering', 'Tara', 'Reid', 'Cassandra', 'Scerbo', 'John', 'Heard', 'Jaason', 'Simmons']",Anthony C. Ferrante,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"['a', 'freak', 'hurricane', 'hit', 'los', 'angeles', 'causing', 'man', 'eating', 'shark', 'to', 'be', 'scooped', 'up', 'in', 'tornado', 'and', 'flooding', 'the', 'city', 'with', 'shark', 'infested', 'seawater', 'surfer', 'and', 'bar', 'owner', 'fin', 'set', 'out', 'with', 'his', 'friend', 'baz', 'and', 'nova', 'to', 'rescue', 'his', 'estranged', 'wife', 'april', 'and', 'teenage', 'daughter', 'claudia']"
Ira & Abby,38341022.03780454,2006-01-01,120640826.67822856,104.0,5.8,9,"['Chris', 'Messina', 'Jennifer', 'Westfeldt', 'David', 'Margulies', 'Kali', 'Rocha', 'Kevin', 'Sussman']",Robert Cary,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"['a', 'neurotic', 'young', 'psychology', 'student', 'with', 'low', 'self', 'esteem', 'ha', 'a', 'chance', 'encounter', 'with', 'a', 'free', 'spirited', 'extremely', 'gregarious', 'woman', 'who', 'work', 'at', 'the', 'paris', 'health', 'club', 'in', 'new', 'york', 'city', 'and', 'who', 'suggests', 'that', 'they', 'immediately', 'get', 'married', 'to', 'see', 'how', 'it', 'will', 'work', 'out', 'both', 'of', 'the', 'student', 's', 'parent', 'are', 'analyst', 'and', 'they', 'provide', 'the', 'happy', 'couple', 'with', 'a', 'gift', 'certificate', 'for', 'a', 'year', 'of', 'marriage', 'counseling', 'a', 'a', 'wedding', 'present']"
Winter Passing,3500000.0,2006-02-07,113783.0,98.0,6.7,28,"['Zooey', 'Deschanel', 'Will', 'Ferrell', 'Ed', 'Harris', 'Amy', 'Madigan', 'Amelia', 'Warner']",Adam Rapp,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['actress', 'reese', 'holden', 'ha', 'been', 'offered', 'a', 'small', 'fortune', 'by', 'a', 'book', 'editor', 'if', 'she', 'can', 'secure', 'for', 'publication', 'the', 'love', 'letter', 'that', 'her', 'father', 'a', 'reclusive', 'novelist', 'wrote', 'to', 'her', 'mother', 'who', 'ha', 'since', 'passed', 'away', 'returning', 'to', 'michigan', 'reese', 'find', 'that', 'an', 'ex', 'grad', 'student', 'and', 'a', 'would', 'be', 'musician', 'have', 'moved', 'in', 'with', 'her', 'father', 'who', 'care', 'more', 'about', 'his', 'new', 'friend', 'than', 'he', 'doe', 'about', 'his', 'own', 'health', 'and', 'well', 'being']"
D.E.B.S.,3500000.0,2004-01-21,120640826.67822856,91.0,5.6,90,"['Sara', 'Foster', 'Meagan', 'Good', 'Jordana', 'Brewster', 'Devon', 'Aoki', 'Jill', 'Ritchie']",Angela Robinson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['the', 'star', 'of', 'a', 'team', 'of', 'teenage', 'crime', 'fighter', 'fall', 'for', 'the', 'alluring', 'villainess', 'she', 'must', 'bring', 'to', 'justice']"
The Masked Saint,38341022.03780454,2016-01-08,120640826.67822856,111.0,2.9,7,"['Brett', 'Granstaff', 'Lara', 'Jean', 'Chorostecki', 'TJ', 'McGibbon', 'Diahann', 'Carroll', 'Roddy', 'Piper']",Warren P. Sonoda,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['the', 'journey', 'of', 'a', 'professional', 'wrestler', 'who', 'becomes', 'a', 'small', 'town', 'pastor', 'and', 'moonlight', 'a', 'a', 'masked', 'vigilante', 'fighting', 'injustice', 'while', 'facing', 'crisis', 'at', 'home', 'and', 'at', 'the', 'church', 'the', 'pastor', 'must', 'evade', 'the', 'police', 'and', 'somehow', 'reconcile', 'his', 'violent', 'secret', 'identity', 'with', 'his', 'calling', 'a', 'a', 'pastor']"
The Betrayed,3500000.0,2008-09-27,120640826.67822856,98.0,5.2,10,"['Melissa', 'George', 'Oded', 'Fehr', 'Christian', 'Campbell', 'Alice', 'Krige', 'Connor', 'Christopher', 'Levins']",Amanda Gusack,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"['kidnapper', 'force', 'a', 'young', 'mother', 'melissa', 'george', 'to', 'recover', 'money', 'stolen', 'by', 'her', 'shady', 'husband', 'christian', 'campbell']"
Taxman,38341022.03780454,1999-09-16,120640826.67822856,104.0,2.0,1,"['Joe', 'Pantoliano', 'Wade', 'Dominguez', 'Elizabeth', 'Berkley', 'Michael', 'Chiklis', 'Robert', 'Townsend']",Avi Nesher,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"['after', 'a', 'homocide', 'that', 'the', 'police', 'believe', 'is', 'over', 'gasoline', 'theft', 'a', 'tax', 'investigator', 'discovers', 'the', 'russian', 'mafia', 'is', 'involved', 'and', 'that', 'they', 'are', 'stealing', 'million', 'in', 'gasoline', 'tax', 'money', 'only', 'one', 'rookie', 'cop', 'is', 'willing', 'to', 'believe', 'him', 'and', 'together', 'they', 'must', 'get', 'the', 'evidence', 'they', 'need', 'or', 'die', 'trying']"
The Secret,38341022.03780454,2016-04-29,120640826.67822856,200.0,0.0,0,"['James', 'Nesbitt', 'Genevieve', 'OReilly', 'Jason', 'Watkins', 'Laura', 'Pyper', 'Glen', 'Wallace']",Nick Murphy ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['the', 'secret', 'is', 'the', 'story', 'of', 'a', 'real', 'life', 'double', 'murder', 'james', 'nesbitt', 'play', 'colin', 'howell', 'a', 'respectable', 'dentist', 'and', 'pillar', 'of', 'the', 'community', 'who', 'became', 'a', 'killer', 'in', 'partnership', 'with', 'a', 'sunday', 'school', 'teacher', 'hazel', 'buchanan', 'played', 'by', 'genevieve', 'o', 'reilly']"
